location_id,actor_id,timestamp,location,latitude,longitude
LOC-0075,25,Phase-3,Ahmedabad,23.0225,72.5714
LOC-0076,26,Phase-1,Bengaluru,12.9716,77.5946
LOC-0077,26,Phase-2,Hyderabad,17.385,78.4867
LOC-0078,26,Phase-3,Jaipur,26.9124,75.7873
LOC-0079,27,Phase-1,Pune,18.5204,73.8567
LOC-0080,27,Phase-2,Chennai,13.0827,80.2707
LOC-0081,27,Phase-3,Ahmedabad,23.0225,72.5714
LOC-0082,28,Phase-1,Bengaluru,12.9716,77.5946
LOC-0083,28,Phase-2,Kolkata,22.5726,88.3639
LOC-0084,28,Phase-3,Delhi,28.6139,77.209
LOC-0085,29,Phase-1,Bengaluru,12.9716,77.5946
LOC-0086,29,Phase-2,Delhi,28.6139,77.209
LOC-0087,29,Phase-3,Kolkata,22.5726,88.3639
LOC-0088,30,Phase-1,Pune,18.5204,73.8567
LOC-0089,30,Phase-2,Chennai,13.0827,80.2707
LOC-0090,30,Phase-3,Mumbai,19.076,72.8777
LOC-0091,31,Phase-1,Bengaluru,12.9716,77.5946
LOC-0092,31,Phase-2,Lucknow,26.8467,80.9462
LOC-0093,31,Phase-3,Kolkata,22.5726,88.3639
LOC-0094,32,Phase-1,Bengaluru,12.9716,77.5946
LOC-0095,32,Phase-2,Jaipur,26.9124,75.7873
LOC-0096,32,Phase-3,Pune,18.5204,73.8567
LOC-0097,33,Phase-1,Jaipur,26.9124,75.7873
LOC-0098,33,Phase-2,Hyderabad,17.385,78.4867
LOC-0099,33,Phase-3,Chennai,13.0827,80.2707
LOC-0100,34,Phase-1,Hyderabad,17.385,78.4867
LOC-0101,34,Phase-2,Bengaluru,12.9716,77.5946
LOC-0102,34,Phase-3,Ahmedabad,23.0225,72.5714
LOC-0103,35,Phase-1,Ahmedabad,23.0225,72.5714
LOC-0104,35,Phase-2,Chennai,13.0827,80.2707
LOC-0105,35,Phase-3,Lucknow,26.8467,80.9462
LOC-0106,36,Phase-1,Pune,18.5204,73.8567
LOC-0107,36,Phase-2,Lucknow,26.8467,80.9462
LOC-0108,36,Phase-3,Pune,18.5204,73.8567
LOC-0109,37,Phase-1,Kolkata,22.5726,88.3639
LOC-0110,37,Phase-2,Bengaluru,12.9716,77.5946
LOC-0111,37,Phase-3,Hyderabad,17.385,78.4867
LOC-0112,38,Phase-1,Ahmedabad,23.0225,72.5714
LOC-0113,38,Phase-2,Jaipur,26.9124,75.7873
LOC-0114,38,Phase-3,Mumbai,19.076,72.8777
LOC-0115,39,Phase-1,Delhi,28.6139,77.209
LOC-0116,39,Phase-2,Mumbai,19.076,72.8777
LOC-0117,39,Phase-3,Hyderabad,17.385,78.4867
LOC-0118,40,Phase-1,Hyderabad,17.385,78.4867
LOC-0119,40,Phase-2,Pune,18.5204,73.8567
LOC-0120,40,Phase-3,Lucknow,26.8467,80.9462
LOC-0121,41,Phase-1,Mumbai,19.076,72.8777
LOC-0122,41,Phase-2,Pune,18.5204,73.8567
LOC-0123,41,Phase-3,Pune,18.5204,73.8567
LOC-0124,42,Phase-1,Lucknow,26.8467,80.9462
LOC-0125,42,Phase-2,Jaipur,26.9124,75.7873
LOC-0126,42,Phase-3,Ahmedabad,23.0225,72.5714
LOC-0127,43,Phase-1,Chennai,13.0827,80.2707
LOC-0128,43,Phase-2,Ahmedabad,23.0225,72.5714
LOC-0129,43,Phase-3,Delhi,28.6139,77.209
LOC-0130,44,Phase-1,Mumbai,19.076,72.8777
LOC-0131,44,Phase-2,Ahmedabad,23.0225,72.5714
LOC-0132,44,Phase-3,Chennai,13.0827,80.2707
LOC-0133,45,Phase-1,Kolkata,22.5726,88.3639
LOC-0134,45,Phase-2,Mumbai,19.076,72.8777
LOC-0135,45,Phase-3,Chennai,13.0827,80.2707
LOC-0136,46,Phase-1,Pune,18.5204,73.8567
LOC-0137,46,Phase-2,Hyderabad,17.385,78.4867
LOC-0138,46,Phase-3,Jaipur,26.9124,75.7873
LOC-0139,47,Phase-1,Delhi,28.6139,77.209
LOC-0140,47,Phase-2,Chennai,13.0827,80.2707
LOC-0141,47,Phase-3,Ahmedabad,23.0225,72.5714
LOC-0142,48,Phase-1,Hyderabad,17.385,78.4867
LOC-0143,48,Phase-2,Ahmedabad,23.0225,72.5714
LOC-0144,48,Phase-3,Mumbai,19.076,72.8777
LOC-0145,49,Phase-1,Chennai,13.0827,80.2707
LOC-0146,49,Phase-2,Ahmedabad,23.0225,72.5714
LOC-0147,49,Phase-3,Lucknow,26.8467,80.9462
LOC-0148,50,Phase-1,Bengaluru,12.9716,77.5946
LOC-0149,50,Phase-2,Hyderabad,17.385,78.4867
LOC-0150,50,Phase-3,Kolkata,22.5726,88.3639
LOC-0151,51,Phase-1,Hyderabad,17.385,78.4867
LOC-0152,51,Phase-2,Ahmedabad,23.0225,72.5714
LOC-0153,51,Phase-3,Ahmedabad,23.0225,72.5714
LOC-0154,52,Phase-1,Delhi,28.6139,77.209
LOC-0155,52,Phase-2,Lucknow,26.8467,80.9462
LOC-0156,52,Phase-3,Kolkata,22.5726,88.3639
LOC-0157,53,Phase-1,Jaipur,26.9124,75.7873
LOC-0158,53,Phase-2,Delhi,28.6139,77.209
LOC-0159,53,Phase-3,Mumbai,19.076,72.8777
LOC-0160,54,Phase-1,Kolkata,22.5726,88.3639
LOC-0161,54,Phase-2,Chennai,13.0827,80.2707
LOC-0162,54,Phase-3,Bengaluru,12.9716,77.5946
LOC-0163,55,Phase-1,Delhi,28.6139,77.209
LOC-0164,55,Phase-2,Bengaluru,12.9716,77.5946
LOC-0165,55,Phase-3,Lucknow,26.8467,80.9462
LOC-0166,56,Phase-1,Mumbai,19.076,72.8777
LOC-0167,56,Phase-2,Mumbai,19.076,72.8777
LOC-0168,56,Phase-3,Jaipur,26.9124,75.7873
LOC-0169,58,Phase-1,Mumbai,19.076,72.8777
LOC-0170,58,Phase-2,Ahmedabad,23.0225,72.5714
LOC-0171,58,Phase-3,Hyderabad,17.385,78.4867
LOC-0172,59,Phase-1,Hyderabad,17.385,78.4867
LOC-0173,59,Phase-2,Jaipur,26.9124,75.7873
LOC-0174,59,Phase-3,Ahmedabad,23.0225,72.5714
LOC-0175,61,Phase-1,Hyderabad,17.385,78.4867
LOC-0176,61,Phase-2,Chennai,13.0827,80.2707
LOC-0177,61,Phase-3,Ahmedabad,23.0225,72.5714
LOC-0178,62,Phase-1,Lucknow,26.8467,80.9462
LOC-0179,62,Phase-2,Pune,18.5204,73.8567
LOC-0180,62,Phase-3,Bengaluru,12.9716,77.5946
LOC-0181,63,Phase-1,Ahmedabad,23.0225,72.5714
LOC-0182,63,Phase-2,Bengaluru,12.9716,77.5946
LOC-0183,63,Phase-3,Chennai,13.0827,80.2707
LOC-0184,64,Phase-1,Pune,18.5204,73.8567
LOC-0185,64,Phase-2,Kolkata,22.5726,88.3639
LOC-0186,64,Phase-3,Jaipur,26.9124,75.7873
LOC-0187,65,Phase-1,Ahmedabad,23.0225,72.5714
LOC-0188,65,Phase-2,Jaipur,26.9124,75.7873
LOC-0189,65,Phase-3,Mumbai,19.076,72.8777
LOC-0190,66,Phase-1,Bengaluru,12.9716,77.5946
LOC-0191,66,Phase-2,Bengaluru,12.9716,77.5946
LOC-0192,66,Phase-3,Mumbai,19.076,72.8777
LOC-0193,67,Phase-1,Kolkata,22.5726,88.3639
LOC-0194,67,Phase-2,Delhi,28.6139,77.209
LOC-0195,67,Phase-3,Lucknow,26.8467,80.9462
LOC-0196,68,Phase-1,Ahmedabad,23.0225,72.5714
LOC-0197,68,Phase-2,Bengaluru,12.9716,77.5946
LOC-0198,68,Phase-3,Lucknow,26.8467,80.9462
LOC-0199,69,Phase-1,Bengaluru,12.9716,77.5946
LOC-0200,69,Phase-2,Delhi,28.6139,77.209
LOC-0201,69,Phase-3,Mumbai,19.076,72.8777
LOC-0202,70,Phase-1,Delhi,28.6139,77.209
LOC-0203,70,Phase-2,Bengaluru,12.9716,77.5946
LOC-0204,70,Phase-3,Mumbai,19.076,72.8777
LOC-0205,71,Phase-1,Delhi,28.6139,77.209
LOC-0206,71,Phase-2,Kolkata,22.5726,88.3639
LOC-0207,71,Phase-3,Mumbai,19.076,72.8777
LOC-0208,72,Phase-1,Ahmedabad,23.0225,72.5714
LOC-0209,72,Phase-2,Bengaluru,12.9716,77.5946
LOC-0210,72,Phase-3,Chennai,13.0827,80.2707
LOC-0211,73,Phase-1,Jaipur,26.9124,75.7873
LOC-0212,73,Phase-2,Bengaluru,12.9716,77.5946
LOC-0213,73,Phase-3,Ahmedabad,23.0225,72.5714
LOC-0214,74,Phase-1,Hyderabad,17.385,78.4867
LOC-0215,74,Phase-2,Lucknow,26.8467,80.9462
LOC-0216,74,Phase-3,Lucknow,26.8467,80.9462
LOC-0217,75,Phase-1,Jaipur,26.9124,75.7873
LOC-0218,75,Phase-2,Bengaluru,12.9716,77.5946
LOC-0219,75,Phase-3,Jaipur,26.9124,75.7873
LOC-0220,76,Phase-1,Pune,18.5204,73.8567
LOC-0221,76,Phase-2,Bengaluru,12.9716,77.5946
LOC-0222,76,Phase-3,Mumbai,19.076,72.8777
LOC-0223,77,Phase-1,Mumbai,19.076,72.8777
LOC-0224,77,Phase-2,Pune,18.5204,73.8567
LOC-0225,77,Phase-3,Kolkata,22.5726,88.3639
LOC-0226,78,Phase-1,Pune,18.5204,73.8567
LOC-0227,78,Phase-2,Pune,18.5204,73.8567
LOC-0228,78,Phase-3,Jaipur,26.9124,75.7873
LOC-0229,79,Phase-1,Delhi,28.6139,77.209
LOC-0230,79,Phase-2,Mumbai,19.076,72.8777
LOC-0231,79,Phase-3,Delhi,28.6139,77.209
LOC-0232,80,Phase-1,Pune,18.5204,73.8567
LOC-0233,80,Phase-2,Kolkata,22.5726,88.3639
LOC-0234,80,Phase-3,Mumbai,19.076,72.8777
LOC-0235,81,Phase-1,Bengaluru,12.9716,77.5946
LOC-0236,81,Phase-2,Bengaluru,12.9716,77.5946
LOC-0237,81,Phase-3,Bengaluru,12.9716,77.5946
LOC-0238,82,Phase-1,Ahmedabad,23.0225,72.5714
LOC-0239,82,Phase-2,Jaipur,26.9124,75.7873
LOC-0240,82,Phase-3,Hyderabad,17.385,78.4867
LOC-0241,83,Phase-1,Pune,18.5204,73.8567
LOC-0242,83,Phase-2,Hyderabad,17.385,78.4867
LOC-0243,83,Phase-3,Chennai,13.0827,80.2707
LOC-0244,84,Phase-1,Jaipur,26.9124,75.7873
LOC-0245,84,Phase-2,Bengaluru,12.9716,77.5946
LOC-0246,84,Phase-3,Mumbai,19.076,72.8777
LOC-0247,85,Phase-1,Jaipur,26.9124,75.7873
LOC-0248,85,Phase-2,Ahmedabad,23.0225,72.5714
LOC-0249,85,Phase-3,Mumbai,19.076,72.8777
LOC-0250,86,Phase-1,Delhi,28.6139,77.209
LOC-0251,86,Phase-2,Ahmedabad,23.0225,72.5714
LOC-0252,86,Phase-3,Delhi,28.6139,77.209
LOC-0253,87,Phase-1,Mumbai,19.076,72.8777
LOC-0254,87,Phase-2,Bengaluru,12.9716,77.5946
LOC-0255,87,Phase-3,Hyderabad,17.385,78.4867
LOC-0256,88,Phase-1,Pune,18.5204,73.8567
LOC-0257,88,Phase-2,Jaipur,26.9124,75.7873
LOC-0258,88,Phase-3,Jaipur,26.9124,75.7873
LOC-0259,89,Phase-1,Bengaluru,12.9716,77.5946
LOC-0260,89,Phase-2,Pune,18.5204,73.8567
LOC-0261,89,Phase-3,Delhi,28.6139,77.209
LOC-0262,90,Phase-1,Hyderabad,17.385,78.4867
LOC-0263,90,Phase-2,Pune,18.5204,73.8567
LOC-0264,90,Phase-3,Delhi,28.6139,77.209
LOC-0265,91,Phase-1,Pune,18.5204,73.8567
LOC-0266,91,Phase-2,Chennai,13.0827,80.2707
LOC-0267,91,Phase-3,Jaipur,26.9124,75.7873
LOC-0268,92,Phase-1,Chennai,13.0827,80.2707
LOC-0269,92,Phase-2,Pune,18.5204,73.8567
LOC-0270,92,Phase-3,Ahmedabad,23.0225,72.5714
LOC-0271,93,Phase-1,Jaipur,26.9124,75.7873
LOC-0272,93,Phase-2,Hyderabad,17.385,78.4867
LOC-0273,93,Phase-3,Bengaluru,12.9716,77.5946
LOC-0274,94,Phase-1,Chennai,13.0827,80.2707
LOC-0275,94,Phase-2,Bengaluru,12.9716,77.5946
LOC-0276,94,Phase-3,Delhi,28.6139,77.209
LOC-0277,95,Phase-1,Lucknow,26.8467,80.9462
LOC-0278,95,Phase-2,Ahmedabad,23.0225,72.5714
LOC-0279,95,Phase-3,Delhi,28.6139,77.209
LOC-0280,96,Phase-1,Kolkata,22.5726,88.3639
LOC-0281,96,Phase-2,Delhi,28.6139,77.209
LOC-0282,96,Phase-3,Delhi,28.6139,77.209
LOC-0283,97,Phase-1,Lucknow,26.8467,80.9462
LOC-0284,97,Phase-2,Jaipur,26.9124,75.7873
LOC-0285,97,Phase-3,Ahmedabad,23.0225,72.5714
LOC-0286,98,Phase-1,Ahmedabad,23.0225,72.5714
LOC-0287,98,Phase-2,Hyderabad,17.385,78.4867
LOC-0288,98,Phase-3,Delhi,28.6139,77.209
LOC-0289,99,Phase-1,Ahmedabad,23.0225,72.5714
LOC-0290,99,Phase-2,Mumbai,19.076,72.8777
LOC-0291,99,Phase-3,Hyderabad,17.385,78.4867
LOC-0292,100,Phase-1,Mumbai,19.076,72.8777
LOC-0293,100,Phase-2,Lucknow,26.8467,80.9462
LOC-0294,100,Phase-3,Mumbai,19.076,72.8777
LOC-0295,101,Phase-1,Bengaluru,12.9716,77.5946
LOC-0296,101,Phase-2,Pune,18.5204,73.8567
LOC-0297,101,Phase-3,Mumbai,19.076,72.8777
LOC-0298,102,Phase-1,Lucknow,26.8467,80.9462
LOC-0299,102,Phase-2,Bengaluru,12.9716,77.5946
LOC-0300,102,Phase-3,Lucknow,26.8467,80.9462
LOC-0301,103,Phase-1,Lucknow,26.8467,80.9462
LOC-0302,103,Phase-2,Delhi,28.6139,77.209
LOC-0303,103,Phase-3,Lucknow,26.8467,80.9462
LOC-0304,104,Phase-1,Mumbai,19.076,72.8777
LOC-0305,104,Phase-2,Pune,18.5204,73.8567
LOC-0306,104,Phase-3,Lucknow,26.8467,80.9462
LOC-0307,105,Phase-1,Lucknow,26.8467,80.9462
LOC-0308,105,Phase-2,Ahmedabad,23.0225,72.5714
LOC-0309,105,Phase-3,Kolkata,22.5726,88.3639
LOC-0310,106,Phase-1,Chennai,13.0827,80.2707
LOC-0311,106,Phase-2,Bengaluru,12.9716,77.5946
LOC-0312,106,Phase-3,Kolkata,22.5726,88.3639
LOC-0313,107,Phase-1,Bengaluru,12.9716,77.5946
LOC-0314,107,Phase-2,Chennai,13.0827,80.2707
LOC-0315,107,Phase-3,Pune,18.5204,73.8567
LOC-0316,108,Phase-1,Hyderabad,17.385,78.4867
LOC-0317,108,Phase-2,Chennai,13.0827,80.2707
LOC-0318,108,Phase-3,Jaipur,26.9124,75.7873
LOC-0319,109,Phase-1,Kolkata,22.5726,88.3639
LOC-0320,109,Phase-2,Mumbai,19.076,72.8777
LOC-0321,109,Phase-3,Delhi,28.6139,77.209
