document_id,document_type,text,source,entity_id,vector_status
FIR-Airport-PSAIRPORT-0019-2018-1020-1-jpg,FIR,Airport | 2018 | 147/148/323/354/379/506 43 Ipc | Ashma Khatoon,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0020-2017-4612-1-jpg,FIR,Airport | 2017 | 14 Foreighners Act | Si Sahabuddin Mondal,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0020-2018-9535-1-jpg,FIR,Airport | 2018 | 447/385/506/34 Ipc And 25/27 Arms Act | Bijon Kumar Das,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0021-2017-4783-1-jpg,FIR,Airport | 2017 | 114/116/323/352/386/506 And 120B Ipc And 1860 Read With See 8 And 12 Of Posco Act | Abhijit Saha,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0021-2018-2312-1-jpg,FIR,Airport | 2018 | 341/323/325/506/34 Ipc | Tutun Podder,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0022-2017-4797-1-jpg,FIR,Airport | 2017 | 498A/406 Ipc | Sikha Das,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0022-2018-2306-1-jpg,FIR,Airport | 2018 | 341/323/325/506/34 Ipc | Arindam Mukherjee,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0023-2018-2380-1-jpg,FIR,Airport | 2018 | 279/337/338/427 Ipc | Abid Ali,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0024-2017-5230-1-jpg,FIR,Airport | 2017 | Birupakshya Sanyal,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0024-2018-2372-1-jpg,FIR,Airport | 2018 | 279/338 Ipc | Dilip Ghosh,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0025-2017-5144-1-jpg,FIR,Airport | 2017 | 341/323/279/338/186/322/506 Ipc | Bijoy Saha,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0026-2017-5762-1-jpg,FIR,Saraswati Das,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0026-2018-2718-1-jpg,FIR,Airport | 2018 | 341/325/354B/506/34 Ipc | Smt Nita De,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0027-2017-4310-1-jpg,FIR,Airport | 406/120B Ipc | Raghav Behal Proprietor Of Smp Traders,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0027-2018-3288-1-jpg,FIR,Airport | 2018 | 354 Ipc | Puja Mahali,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0028-2017-3873-1-jpg,FIR,Airport | 2017 | 279/338 Ipc | Tarsem Singh,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0028-2018-3687-1-jpg,FIR,Airport | 2018 | 341/325/354/506/34 Ipc | Salma Begam,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0029-2017-4006-1-jpg,FIR,Airport | 2017 | Sanjoy Singha Roy,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0029-2018-3721-1-jpg,FIR,Airport | 2018 | 147/148/149/448/427/354/435/436/380/506/120B Ipc | Sikander Chowdhury,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0030-2017-1970-1-jpg,FIR,Manas Kumar Gaswami,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0030-2018-3632-1-jpg,FIR,Airport | 2018 | Sampa Ghosh Palit,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0031-2018-3685-1-jpg,FIR,Airport | 2018 | 420/406 Ipc | Nemai Hazra,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0032-2017-1992-1-jpg,FIR,Airport,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0032-2018-3668-1-jpg,FIR,Airport | 2018 | 323/324/325/319/441/379/506 Ipc | Sree Bidhan Chandra Das,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0033-2017-1971-1-jpg,FIR,Smt Dola Chakraborty,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0033-2018-3668-1-jpg,FIR,Airport | 2018 | 420/468/471/120B Ipc | Md. Sirajul Islam,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0034-2017-1907-1-jpg,FIR,Airport | 2017 | 279/338/427 Ipc | Arun Bharati,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0034-2018-3706-1-jpg,FIR,Airport | 363/365 Ipc | Babram Parui,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0035-2017-1998-1-jpg,FIR,Airport | 2017 | Asim Chakraborty,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0035-2018-3809-1-jpg,FIR,Airport | 2018 | 341/323/325/354/427/506/34 Ipc | Mahasuna Begum,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0036-2017-2353-1-jpg,FIR,Airport | 2017 | Sourav Sarkar,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0036-2018-3858-1-jpg,FIR,Airport | 2018 | 341/324/307/120B/34 Ipc | Abdul Hannan,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0037-2017-2758-1-jpg,FIR,Airport | 2017 | 341/325/34 Ipc | Monirul Sapui,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0037-2018-3277-1-jpg,FIR,Airport | 2018 | Souvik Banerjee,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0038-2017-3070-1-jpg,FIR,Airport | 2017 | 341/326/307 Ipc | Debabrata Biswas,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0038-2018-3233-1-jpg,FIR,Airport | 2018 | 420/406/120B/34 Ipc | Prasanta Dey,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0039-2017-3123-1-jpg,FIR,Airport | 2017 | Si Basudeb Mokami,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0039-2018-3100-1-jpg,FIR,Airport | 2018,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0040-2017-3229-1-jpg,FIR,Airport | 279/338 | Sadhan Chatterjee,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0040-2018-3130-1-jpg,FIR,Airport | 2018 | 342/374/506 Ipc,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0041-2017-3309-1-jpg,FIR,Airport | 341/325/427/506/34 Ipc | Nazir Hossain,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0041-2018-3121-1-jpg,FIR,Airport | 2018 | 279/338/427 Ipc | Molla Saif Anjum,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0042-2017-3277-1-jpg,FIR,Airport | Sanjoy Ghosh,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0042-2018-3079-1-jpg,FIR,Airport | 2018 | 399/402 Ipc | Sahabuddin Mondal (Si Of Police),FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0043-2017-3250-1-jpg,FIR,Airport | 2017 | 114/116/341/323/352/386/448/427/379/506 And 120B Ipc | Sri Abhijit Saha,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0043-2018-3085-1-jpg,FIR,Airport | 2018 | 279/338/427 Ipc | Ashwni Kumar (Constable Of Cisf),FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0044-2017-4985-1-jpg,FIR,Nirmal Sarkar,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0044-2018-1206-1-jpg,FIR,Airport | 2018 | 379 | Krishna Kumar Gupta,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0045-2017-5032-1-jpg,FIR,Airport | 2017 | 323/406/506/34 Ipc | Pankaj Pal,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0045-2018-3130-1-jpg,FIR,Airport | 2018 | 498A/324/307 Ipc And 3/4 Dp Act. | Koyel Nandi (Mondal),FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0046-2017-4970-1-jpg,FIR,Airport | 2017 | 20(B)(Ii)(C) Nd Act | Saumittra Ghosh (Si Of Police),FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0046-2018-2859-1-jpg,FIR,Airport | 2018 | 420/406 Ipc | Rama Mishra,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0047-2017-4994-1-jpg,FIR,Airport | 2017 | 417/376/384/120B/506/34 Ipc | Subhra Dutta,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0047-2018-3672-1-jpg,FIR,Airport | 2018 | 451/323/324/327/380/506/120B/34 Pc | Jamena Bibi,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0048-2017-2735-1-jpg,FIR,Airport | 2017 | 279/338 Ipc | Biswajit Karmakar,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0048-2018-3695-1-jpg,FIR,Airport | 2018 | 135(1)(A)Of Electricity Act 2003 And Ammenment Of 2007 | Souvik Chakraborty (De And Staron Manager Wbsedcl),FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0049-2017-1329-1-jpg,FIR,Airport | 2017 | 341/323/448/353/506/34 Ipc | Swapna Majumder,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0049-2018-3619-1-jpg,FIR,Airport | 2018 | 323/328/307/497/384/379/506 Ipc,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0050-2017-1335-1-jpg,FIR,Airport | 2017 | Narayan Malakar,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0050-2018-3683-1-jpg,FIR,Airport | 2018 | 323/326/307 Ipc | Nazir Ali,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0051-2017-1415-1-jpg,FIR,Airport | Samrat Paul,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0051-2018-3615-1-jpg,FIR,Airport | 2018 | 498A/406/323/34 Ipc | Nasima Bibi,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0052-2017-2718-1-jpg,FIR,Airport | 2017 | Md Julfikkar Ali,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0052-2018-3609-1-jpg,FIR,Airport | 2018 | 323/498A/406/120B Ipc | Smt.Mamota Sengupta (Ghosh),FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0053-2017-2737-1-jpg,FIR,Airport | 2017 | 420/406/120B Ipc | Sri Samir Kumar Saha,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0053-2018-3700-1-jpg,FIR,Airport | 2018 | 494/323/325/379/354(B)/120(B)/34 Ipc | Rinky Ghosh,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0054-2017-2760-1-jpg,FIR,Airport | 2017 | 498A/323/506 Ipc | Alehar Bibi,FIR_details.json,,PENDING
FIR-Airport-PSAIRPORT-0054-2018-3634-1-jpg,FIR,Airport | 2018 | 323/325/379/419/420/506/509/120B Ipc | Jaydeep Rao,FIR_details.json,,PENDING
FIR-Baguiati-PS500-18-1-jpg,FIR,Baguiati | 2018 | Nitya Gopal Debnath,FIR_details.json,,PENDING
FIR-Baguiati-PS500-19-1-jpg,FIR,Baguiati | 2019 | 420/406/506 Ipc | Ramayan Chowdhury,FIR_details.json,,PENDING
FIR-Baguiati-PS500-2021-1-jpg,FIR,Baguiati | 2021 | 188/269/270/271/34 Ipc And 51 Of Disaster Management Act | Psi Tarun Kr Biswas Of Baguiati Ps,FIR_details.json,,PENDING
FIR-Baguiati-PS501-18-1-jpg,FIR,Baguiati | 2018 | 420/406 Ipc | Debu Prasad Mallick,FIR_details.json,,PENDING
FIR-Baguiati-PS501-19-1-jpg,FIR,Baguiati | 2019 | 341/325/506/34 Ipc | Dulal Krishna Das,FIR_details.json,,PENDING
FIR-Baguiati-PS501-2021-1-jpg,FIR,Baguiati | 2021 | 188/269/270/271/34 Ipc And 51 Of Disaster Management Act | Si Arabinda Kr Saha Of Baguiati Ps,FIR_details.json,,PENDING
FIR-Baguiati-PS502-18-1-jpg,FIR,Baguiati | 2018 | 363/365/323 Ipc | Gita Jaiswal,FIR_details.json,,PENDING
FIR-Baguiati-PS502-19-1-jpg,FIR,"Baguiati | 2019 | 341/186/506 Ipc | C/56 Biswajit Naksar , Baguiati T.G.,",FIR_details.json,,PENDING
FIR-Baguiati-PS502-2021-1-jpg,FIR,Baguiati | 2021 | 341/323/354B/506/509/34 Ipc | Sruti Kanodia,FIR_details.json,,PENDING
FIR-Baguiati-PS503-18-1-jpg,FIR,Baguiati | 2018 | 448/323/325/506 Ipc | Chaina Hazra,FIR_details.json,,PENDING
FIR-Baguiati-PS503-19-1-jpg,FIR,Baguiati | 2019 | Nilkanta Bose,FIR_details.json,,PENDING
FIR-Baguiati-PS503-2021-1-jpg,FIR,Baguiati | 2021 | Nisha Nahata,FIR_details.json,,PENDING
FIR-Baguiati-PS504-18-1-jpg,FIR,Baguiati | 2018 | 420/406/34 Ipc | Maidul Sarkar,FIR_details.json,,PENDING
FIR-Baguiati-PS504-19-1-jpg,FIR,Baguiati | 2019 | 341/325/506/34 Ipc | Parbati Shaw,FIR_details.json,,PENDING
FIR-Baguiati-PS504-2021-1-jpg,FIR,Baguiati | 451/452/323/506 Ipc | Bithika Dutta,FIR_details.json,,PENDING
FIR-Baguiati-PS505-18-1-jpg,FIR,Baguiati | 2018 | 341/323/427/506/34 Ipc | Paran Mondal,FIR_details.json,,PENDING
FIR-Baguiati-PS505-19-1-jpg,FIR,Baguiati | 2019 | 279/427 Ipc | C/464 Bappa Naskar,FIR_details.json,,PENDING
FIR-Baguiati-PS505-2021-1-jpg,FIR,Baguiati | 2021 | 498A/313/406 Ipc | Barna Poddar,FIR_details.json,,PENDING
FIR-Baguiati-PS506-18-1-jpg,FIR,"Baguiati | 2018 | 188 Ipc | Psi Abdu Hamid Molla Of Baguiati Ps, Bdn Pc",FIR_details.json,,PENDING
FIR-Baguiati-PS506-19-1-jpg,FIR,Baguiati | 2019 | 342/34 Ipc | Kavita Chopra,FIR_details.json,,PENDING
FIR-Baguiati-PS506-2021-1-jpg,FIR,Baguiati | 2021 | 498A/323/325/506 Ipc | Mabiya Bibi,FIR_details.json,,PENDING
FIR-Baguiati-PS507-18-1-jpg,FIR,Baguiati | 2018 | 420/406 Ipc | Bhibdu Kalyan Nath,FIR_details.json,,PENDING
FIR-Baguiati-PS507-19-1-jpg,FIR,Baguiati | 2019 | 302/201 Ipc | Sanjay Shaw,FIR_details.json,,PENDING
FIR-Baguiati-PS507-2021-1-jpg,FIR,Baguiati | 2021 | 188/269/270/271/34 Ipc And 51 Of Disaster Management Act | Si Dibyendu Ghosh Of Baguiati Ps,FIR_details.json,,PENDING
FIR-Baguiati-PS508-18-1-jpg,FIR,Baguiati | 2018 | 341/323/506/34 Ipc | Gauri Das,FIR_details.json,,PENDING
FIR-Baguiati-PS508-19-1-jpg,FIR,Baguiati | 2019 | 498A/306 Ipc | Ritesh Kumar,FIR_details.json,,PENDING
FIR-Baguiati-PS508-2021-1-jpg,FIR,Baguiati | 2021 | 188/269/270/271/34 Ipc And 51 Of Disaster Management Act | Si Sk Jakir Hossain Of Baguiati Ps,FIR_details.json,,PENDING
FIR-Baguiati-PS509-18-1-jpg,FIR,Baguiati | 2018 | 363/365/34 Ipc | Poly Bala,FIR_details.json,,PENDING
FIR-Baguiati-PS509-19-1-jpg,FIR,Baguiati | 2019 | 341/323/325/506/379/34 Ipc | Rishav Pandey,FIR_details.json,,PENDING
FIR-Baguiati-PS509-2021-1-jpg,FIR,Baguiati | 2021 | 341/323/506/34 Ipc | Partha Paul,FIR_details.json,,PENDING
FIR-Baguiati-PS510-18-1-jpg,FIR,Baguiati | 2018 | 420/406/120B Ipc | Rabindra Nath Guchait,FIR_details.json,,PENDING
FIR-Baguiati-PS510-19-1-jpg,FIR,"Baguiati | 2019 | 420/406/408/409 Ipc | Umang Sarangi, Authorised Signatory",FIR_details.json,,PENDING
FIR-Baguiati-PS510-2021-1-jpg,FIR,Baguiati | 2021 | 188/269/270/271/34 Ipc And 51 Of Disaster Management Act | Si Priya Darshan Ghosh Of Baguiati Ps,FIR_details.json,,PENDING
FIR-Baguiati-PS511-18-1-jpg,FIR,Baguiati | 2018 | 406 Ipc | Sujit Kr. Saha,FIR_details.json,,PENDING
FIR-Baguiati-PS511-19-1-jpg,FIR,Baguiati | 2019 | 420/406/408/409/120B Ipc | Arani Ganguly,FIR_details.json,,PENDING
FIR-Baguiati-PS511-2021-1-jpg,FIR,Baguiati | 2021 | 467/468/471/420/406/120B Ipc | Nityagopal Debnath,FIR_details.json,,PENDING
FIR-Baguiati-PS512-18-1-jpg,FIR,Baguiati | 2018 | 379 Ipc | Avijit Samanta,FIR_details.json,,PENDING
FIR-Baguiati-PS512-19-1-jpg,FIR,Baguiati | 2019 | 498A/323/506/34 Ipc | Smt Trish Dutta (Ghosh),FIR_details.json,,PENDING
FIR-Baguiati-PS512-2021-1-jpg,FIR,Baguiati | 2021 | Souvik Banerjee,FIR_details.json,,PENDING
FIR-Baguiati-PS513-18-1-jpg,FIR,Baguiati | 2018 | 370/370(A)/326/120B Ipc | Priyanka Ratudi,FIR_details.json,,PENDING
FIR-Baguiati-PS513-19-1-jpg,FIR,Baguiati | 2019 | 279/338/427 Ipc | Ejajul Tarafdar,FIR_details.json,,PENDING
FIR-Baguiati-PS513-2021-1-jpg,FIR,Baguiati | 2021 | 188/269/270/271/34 Ipc And 51 Of Disaster Management Act | Psi Subhankar Pal Of Baguiati Ps,FIR_details.json,,PENDING
FIR-Baguiati-PS514-18-1-jpg,FIR,"Baguiati | 2018 | 135(I)(A) Of Electricity Act, 2003 | Sanjukta Ghoshal",FIR_details.json,,PENDING
FIR-Baguiati-PS514-19-1-jpg,FIR,"Baguiati | 2019 | 341/186/188/506/34 Ipc | Si Jayanta Nath Saha, Baguiati P.S",FIR_details.json,,PENDING
FIR-Baguiati-PS514-2021-1-jpg,FIR,Baguiati | 2021 | 188/269/270/271/34 Ipc And 51 Of Disaster Management Act | Psi Malay Samajpati Of Baguiati Ps,FIR_details.json,,PENDING
FIR-Baguiati-PS515-18-1-jpg,FIR,Baguiati | 2018 | 498A/406/34 Ipc | Swarnali Acharjee,FIR_details.json,,PENDING
FIR-Baguiati-PS515-19-1-jpg,FIR,Baguiati | 2019 | 500/504/505(B) Ipc | Prosenjit Nag,FIR_details.json,,PENDING
FIR-Baguiati-PS516-18-1-jpg,FIR,Baguiati | 2018 | 341/323/34 Ipc | Payel Barari,FIR_details.json,,PENDING
FIR-Baguiati-PS516-19-1-jpg,FIR,Baguiati | 2019 | 420/120B Ipc | Srabonti Das,FIR_details.json,,PENDING
FIR-Baguiati-PS516-2021-1-jpg,FIR,Baguiati | 2021 | 188/269/270/271/34 Ipc And 51 Of Disaster Management Act | Psi Sanjoy Mukherjee Of Baguiati Ps,FIR_details.json,,PENDING
FIR-Baguiati-PS517-18-1-jpg,FIR,Baguiati | 2018 | 420 Ipc | Meeta Karmakar,FIR_details.json,,PENDING
FIR-Baguiati-PS517-19-1-jpg,FIR,Baguiati | 2019 | 341/506/34 Ipc | Md. Sabir,FIR_details.json,,PENDING
FIR-Baguiati-PS517-2021-1-jpg,FIR,Baguiati | 2021 | 498A/406 Ipc &Amp; 3/4 D.P. Act. | Prerna Sharma,FIR_details.json,,PENDING
FIR-Baguiati-PS518-18-1-jpg,FIR,Baguiati | 2018 | 379 Ipc | Dipankar Pramanick,FIR_details.json,,PENDING
FIR-Baguiati-PS518-19-1-jpg,FIR,Baguiati | 2019 | 341/506/323/325/379/307/34 Ipc | Barun Rajbanshi,FIR_details.json,,PENDING
FIR-Baguiati-PS518-2021-1-jpg,FIR,Baguiati | 2021 | 188/269/270/271/34 Ipc And 51 Of Disaster Management Act | Si Shyamal Banik Of Baguiati Ps,FIR_details.json,,PENDING
FIR-Baguiati-PS519-18-1-jpg,FIR,Baguiati | 2018 | 379/323/427/448/506 Ipc | Kamala Rani Paul,FIR_details.json,,PENDING
FIR-Baguiati-PS519-19-1-jpg,FIR,Baguiati | 2019 | 420/406/467/468/471/120B Ipc | A. Senapati Director Of Bashiga Realty Private Limited,FIR_details.json,,PENDING
FIR-Baguiati-PS519-2021-1-jpg,FIR,"Baguiati | 2021 | 46(A) B.E. Act | Si Prashant Kr. Mahatha Baguiati Ps, Bdn Pc",FIR_details.json,,PENDING
FIR-Baguiati-PS520-18-1-jpg,FIR,Baguiati | 2018 | 498A/406/34 Ipc | Aditi Brombha,FIR_details.json,,PENDING
FIR-Baguiati-PS520-19-1-jpg,FIR,Baguiati | 2019 | 279/338/427 Ipc | Priya Das,FIR_details.json,,PENDING
FIR-Baguiati-PS520-2021-1-jpg,FIR,Baguiati | 2021 | 188/269/270/271/34 Ipc And 51 Of Disaster Management Act | Si Ananda Mohan Paul Of Baguiati Ps,FIR_details.json,,PENDING
FIR-Baguiati-PS521-18-1-jpg,FIR,"Baguiati | 2018 | 135(I)(A)(B) Of Electricity Act, 2003 | Biron Roy",FIR_details.json,,PENDING
FIR-Baguiati-PS521-19-1-jpg,FIR,Baguiati | 2019 | 341/323/325/506/34 Ipc | Babita Sharma,FIR_details.json,,PENDING
FIR-Baguiati-PS521-2021-1-jpg,FIR,Baguiati | 2021 | Lalita Agarwal,FIR_details.json,,PENDING
FIR-Baguiati-PS522-18-1-jpg,FIR,Baguiati | 341/325/307/506 Ipc | Hapijul Rahman,FIR_details.json,,PENDING
FIR-Baguiati-PS522-19-1-jpg,FIR,Baguiati | 2019 | 341/323/325/506/34 Ipc | Sabita Sharma,FIR_details.json,,PENDING
FIR-Baguiati-PS522-2021-1-jpg,FIR,Baguiati | 2021 | 420/323/506 Ipc | Ramesh Chandra Behera,FIR_details.json,,PENDING
FIR-Baguiati-PS523-18-1-jpg,FIR,Baguiati | 2018 | 341/325/34 Ipc | Fatema Bibi,FIR_details.json,,PENDING
FIR-Baguiati-PS523-19-1-jpg,FIR,Baguiati | 2019 | 498A Ipc | Kalpana Singh,FIR_details.json,,PENDING
FIR-Baguiati-PS523-2021-1-jpg,FIR,Baguiati | 2021 | 420/406/120B/34 Ipc | Anand Prakash Gupta,FIR_details.json,,PENDING
FIR-Baguiati-PS524-18-1-jpg,FIR,Baguiati | 2018 | 279/337/323/427/34 Ipc | Srijan Ghosh,FIR_details.json,,PENDING
FIR-Baguiati-PS524-2021-1-jpg,FIR,Baguiati | 2021 | 399/402 Ipc | Psi Subhashish Sarkar Of Baguiati Ps,FIR_details.json,,PENDING
FIR-Baguiati-PS525-18-1-jpg,FIR,Baguiati | 2018 | 420/406 Ipc | Surajit Saha,FIR_details.json,,PENDING
FIR-Baguiati-PS525-2021-1-jpg,FIR,Baguiati | 2021 | 341/323/325/427/506/34 Ipc | Apurba Mondal,FIR_details.json,,PENDING
